name,catid,rid,manufacturingDate,rating,quantity,price
work,8,2972,2022-08-23,5,43075,28498
manager,3,221,2021-08-10,3,17437,12414
look,14,14050,2021-02-09,1,48889,24012
member,10,28777,2020-05-22,1,28498,828
either,8,10153,2022-04-22,4,16386,24593
crime,3,4636,2022-01-23,4,31907,841
share,11,20565,2023-02-07,3,20834,26591
blue,7,9807,2021-08-06,5,47832,17815
feeling,2,1325,2021-06-22,3,23409,16081
television,16,25338,2020-12-19,1,46795,11313
door,13,10522,2023-12-21,0,39173,2436
economic,8,20581,2021-08-09,5,32202,28847
simple,13,16892,2024-10-17,2,30890,12359
nature,14,5148,2022-06-08,2,23216,22977
anything,2,13747,2022-01-23,4,32542,21082
piece,15,14131,2023-04-12,1,40180,13971
state,15,15077,2021-02-04,0,33580,10717
early,6,20721,2021-05-01,1,29018,19806
table,4,4712,2022-05-06,2,27632,4981
new,7,7229,2022-08-08,0,19502,3641
can,3,19254,2024-03-17,4,30321,11079
rest,13,9914,2024-08-15,2,23545,13212
level,13,5688,2024-08-12,4,32006,28978
at,15,8035,2023-06-09,3,26337,4271
color,12,13053,2022-04-18,3,16434,23321
inside,15,8643,2021-07-10,2,47687,321
green,13,21008,2023-10-31,4,11270,3710
rather,6,25031,2020-03-30,5,47730,29644
success,12,3394,2024-04-12,1,34322,21921
property,5,27535,2020-12-04,4,14280,29437
summer,1,5903,2020-05-07,5,30455,1026
wall,11,27636,2024-08-12,5,46806,6869
particularly,13,19726,2020-01-20,3,33899,12554
just,8,4428,2022-12-27,5,43454,20338
film,10,10296,2021-07-10,2,10545,16442
go,4,19335,2020-07-09,1,9351,5361
again,1,20722,2021-03-03,4,15918,16369
although,7,26372,2020-04-21,3,27793,1188
organization,11,5835,2021-06-24,0,6696,28658
watch,1,15967,2023-04-02,0,29556,7070
similar,10,18100,2020-01-01,2,44661,16515
number,10,17295,2022-02-02,2,42201,14543
light,12,23410,2023-09-15,4,45195,3647
three,4,10207,2023-08-24,5,11122,991
nothing,12,18893,2021-02-03,3,34686,15334
son,4,7400,2024-06-16,1,29967,21043
speak,2,3123,2024-09-19,3,22675,16249
enjoy,11,4874,2024-09-16,1,23339,11255
today,13,19844,2021-06-02,5,33000,14508
produce,16,24865,2023-07-15,5,34173,22047
term,3,8389,2020-04-20,3,33867,2806
old,10,20986,2022-11-02,0,17305,22623
full,7,25719,2021-07-13,0,6173,21637
night,11,7009,2023-11-22,0,21008,19201
into,1,12416,2020-04-16,1,19889,28473
goal,9,24939,2022-09-24,3,49502,6220
red,16,10215,2024-08-29,1,47263,18184
subject,11,3682,2024-10-01,5,27142,20454
business,1,6954,2023-04-27,3,35330,3401
above,13,8589,2021-09-13,3,9010,16221
card,13,28170,2023-06-29,1,26317,24160
law,12,15479,2023-03-10,0,46428,15487
use,3,20263,2020-10-09,0,37420,9231
their,13,135,2020-01-22,4,32291,23205
forget,10,20062,2024-04-14,1,28867,18241
major,11,18603,2024-10-10,0,37398,6788
team,11,13502,2020-07-19,5,27638,10880
attack,16,29209,2021-12-16,4,15242,29118
third,5,436,2023-08-18,2,23498,13869
oil,7,7779,2020-09-04,5,28867,12310
see,16,5381,2022-03-04,2,47173,1401
clear,4,17482,2023-12-06,2,44871,3711
gun,15,1564,2021-01-13,2,38437,16640
help,14,5201,2024-06-24,5,29306,13614
report,16,17979,2022-12-18,1,5651,13161
account,1,11417,2022-10-05,1,43424,6874
officer,1,17017,2023-04-14,2,14804,22000
age,4,20740,2022-04-11,2,19624,21029
make,8,6226,2022-10-18,1,44944,14215
plant,11,17365,2022-12-30,2,11007,8886
worry,3,6914,2020-04-11,4,23791,25406
environment,7,28651,2023-03-04,5,19813,13559
east,3,16680,2021-03-29,2,39183,6390
computer,12,10986,2021-06-07,2,40874,25086
as,9,12734,2021-09-08,1,18462,2589
recently,2,22316,2023-03-14,2,7402,12518
business,15,17254,2023-01-28,2,47414,16222
cell,9,29896,2021-10-22,3,18345,8924
will,14,252,2021-12-21,5,32172,16635
black,8,22262,2023-10-06,5,34874,19123
investment,14,13392,2024-08-30,1,9530,2164
fish,4,2757,2023-09-05,5,45322,13078
seven,12,7745,2020-10-19,2,31644,6155
attorney,12,705,2022-11-28,5,37280,16245
stuff,13,22182,2021-06-01,1,26456,19926
network,13,14424,2023-01-06,4,34271,22842
measure,14,11280,2020-04-19,0,7442,21125
beautiful,13,21104,2020-01-06,4,45815,16552
source,1,2560,2023-11-08,3,7084,16928
contain,14,22356,2021-07-18,1,14754,1587
black,3,27734,2021-06-11,2,12189,2569
fact,4,4709,2023-07-24,0,18746,28414
Republican,7,18954,2024-10-18,3,26716,21665
spend,1,60,2020-08-15,5,49950,3877
leave,3,186,2024-04-03,3,34540,12170
condition,11,13296,2022-03-25,0,48349,21726
across,16,4535,2022-01-03,2,9452,20877
product,14,25773,2021-04-15,3,17201,8525
behavior,10,27020,2024-05-10,1,5892,27208
according,16,24022,2024-05-21,2,18725,12903
standard,2,3578,2020-09-02,0,18289,28398
through,1,28210,2020-10-19,5,30866,24450
so,14,23250,2022-02-20,0,6761,11731
perhaps,16,29540,2023-03-13,2,39524,9134
same,16,5529,2024-06-01,4,10087,19248
cause,8,23670,2020-05-21,0,44029,6936
source,16,7026,2021-06-13,5,5264,18540
almost,9,14164,2022-09-11,2,5389,23083
company,7,3939,2021-01-17,2,42332,7228
central,14,27756,2021-06-08,5,5415,11917
little,9,8116,2020-07-02,3,19572,3401
cell,5,17883,2023-10-17,0,27176,15149
make,1,21420,2024-01-14,3,34864,29105
toward,9,17630,2023-04-14,0,47898,14576
according,6,11841,2021-02-26,0,7378,25141
base,9,18491,2023-10-21,0,15799,3511
fly,5,9887,2023-06-22,2,45386,10161
gun,7,8835,2023-12-26,1,46599,11569
consider,10,24129,2023-08-12,0,15958,667
change,1,28851,2022-07-02,4,15000,19214
hundred,3,19524,2020-01-24,3,11038,26153
box,16,29520,2022-04-06,3,5444,6242
small,5,26334,2023-04-11,3,48509,15182
grow,5,3642,2021-05-31,3,25869,11737
mention,11,6472,2020-02-01,4,48015,3308
answer,4,28739,2020-11-02,3,18250,21678
speak,1,23818,2023-06-01,3,33650,27448
describe,10,6409,2024-09-30,4,17182,7237
treatment,14,4355,2022-12-21,0,40866,2395
movement,8,23179,2023-10-19,2,24947,201
make,6,11155,2020-07-20,3,28909,1751
ability,4,26034,2021-11-09,2,38004,13592
after,1,25771,2020-05-10,0,20993,29969
I,13,9470,2021-04-08,0,43975,7232
company,14,26038,2021-07-31,4,9213,6384
usually,6,11592,2022-04-24,5,9173,29307
discover,6,5031,2021-04-04,2,16761,19952
field,10,12779,2020-03-18,3,14723,25636
unit,10,28815,2021-09-16,0,23797,28472
at,10,9921,2022-08-21,3,47493,19539
brother,3,3358,2022-10-25,4,21283,26254
experience,13,7072,2021-08-19,1,16245,11939
success,2,5439,2022-10-10,4,41688,5862
move,12,13751,2022-06-10,5,6087,9100
never,16,7212,2023-11-06,0,30390,27761
even,14,5684,2022-08-10,5,24466,15699
industry,3,15009,2024-10-28,0,18540,1414
past,14,14277,2024-08-19,5,44937,25454
discuss,3,22993,2020-11-15,1,11363,1867
or,12,16486,2023-11-05,5,20577,11410
book,13,14165,2022-01-29,0,23280,26550
join,2,18481,2022-12-01,1,35256,2392
never,9,9805,2024-02-01,1,26670,4309
available,13,29782,2023-03-16,1,7514,3507
those,6,19856,2024-09-30,3,47516,19993
door,5,1878,2022-10-08,4,6203,13671
far,9,17117,2020-05-16,3,27928,15937
last,6,3195,2020-11-18,3,48365,10760
language,2,13453,2024-08-09,1,16532,6773
rock,15,18405,2022-07-19,1,12242,17385
indicate,5,20224,2020-09-14,1,22109,3615
our,14,29919,2021-05-31,5,9839,24840
account,9,23410,2023-10-24,4,42736,21792
individual,10,22054,2023-11-03,1,22881,17488
behind,16,16343,2022-01-15,5,20410,10351
wear,1,7065,2024-01-26,5,49118,10720
authority,13,18532,2024-03-05,2,7047,16595
parent,7,19375,2023-10-11,0,39929,13013
away,1,19595,2020-09-22,2,5070,22066
article,16,3949,2023-09-18,0,10892,18992
several,9,29862,2021-05-13,3,20259,845
recently,10,10505,2024-09-18,4,17316,17565
into,7,22171,2023-07-01,3,31706,16271
language,13,19881,2020-08-13,3,34997,24796
her,16,9306,2022-06-07,0,31268,3869
ready,12,2381,2023-04-05,4,13149,17094
else,11,453,2021-07-26,4,9375,24758
show,9,14804,2021-01-30,4,34334,5888
away,3,28028,2022-12-19,5,15779,28305
financial,4,7725,2020-11-27,3,19289,236
agreement,3,27892,2024-06-17,5,40138,14037
car,13,918,2021-11-04,4,44756,15131
sport,13,14236,2024-01-11,2,31712,4005
attention,9,13080,2020-12-08,5,47641,20621
space,2,9871,2021-01-28,2,11200,14262
couple,5,8728,2024-03-13,2,9323,398
far,3,8891,2020-03-30,0,35567,23040
page,3,16802,2020-09-08,5,9460,20244
including,9,7333,2024-02-18,0,39824,26019
weight,5,23441,2022-05-31,4,5120,18528
sure,9,26851,2021-11-10,4,9737,23317
lot,3,11812,2024-09-13,3,29335,14298
right,5,25439,2023-11-28,5,39722,16846
page,7,14229,2021-01-02,3,12984,9374
occur,8,11671,2023-04-15,2,10021,620
develop,8,24618,2022-12-19,1,28619,2318
newspaper,16,20420,2021-07-10,2,48059,4904
thousand,15,20517,2024-06-08,2,7739,6326
capital,16,22206,2021-08-10,5,9024,13512
moment,16,22325,2021-08-26,2,13317,16388
across,9,21579,2021-07-10,0,25046,9337
participant,14,18994,2021-06-20,3,15975,14718
most,15,17119,2020-03-28,3,26598,10512
use,12,1050,2020-01-30,4,48867,866
cup,1,20427,2021-11-13,1,35877,29383
situation,5,29369,2022-03-23,2,35892,7910
thing,11,28672,2020-02-03,3,27476,28433
threat,16,11077,2022-07-02,1,27469,11660
individual,14,5038,2022-05-20,3,13175,2586
door,14,27543,2021-07-26,4,15398,814
power,4,21611,2020-03-26,2,24523,29909
trouble,9,8989,2020-11-10,4,8692,8594
city,10,14398,2020-06-26,4,47539,20073
smile,16,13901,2021-06-13,0,41115,12989
eight,13,5142,2021-01-31,5,30939,13949
make,11,24845,2023-07-13,4,10289,17666
baby,9,24465,2022-08-11,4,21925,28334
avoid,12,480,2021-12-22,2,23414,7547
investment,14,24868,2022-08-06,2,31406,1982
determine,4,12515,2022-12-29,3,20651,27862
last,8,21592,2021-06-02,3,39582,16642
others,7,11358,2022-07-19,4,35939,18010
quickly,8,16245,2022-05-15,2,42175,10973
quickly,8,26723,2022-11-29,1,37206,18629
left,14,23933,2022-07-25,1,30505,5906
bank,9,3207,2023-03-31,0,38630,17764
offer,4,11289,2023-05-07,0,25113,25790
affect,12,13516,2024-05-25,3,27099,12778
standard,2,9943,2023-03-20,0,20979,27894
including,4,4657,2021-12-09,1,34594,29562
military,13,13316,2020-01-30,5,7969,24571
crime,14,21550,2021-03-06,2,16706,20768
financial,2,9183,2020-04-05,4,9483,26337
husband,12,10423,2023-10-21,5,13875,8410
best,8,6849,2021-06-01,3,20158,27711
may,9,8001,2023-06-27,4,42723,16837
president,1,24772,2020-08-25,0,13229,17318
baby,9,28391,2020-10-06,3,44345,699
deep,1,20809,2024-01-09,1,46251,6175
fear,4,11833,2024-05-18,2,18497,6941
could,15,18548,2023-09-20,4,8188,8068
life,10,9507,2020-01-15,5,22965,4820
account,6,23074,2021-12-19,2,47149,4019
quite,5,23880,2022-07-20,1,25332,25900
every,13,22955,2024-04-03,2,28461,5479
type,16,12874,2021-08-30,4,36641,15664
ten,6,28137,2022-05-02,0,9536,4284
avoid,7,16878,2022-11-06,4,40045,1434
daughter,9,24954,2022-09-01,0,30259,3719
loss,14,27521,2020-06-04,1,44923,19217
rate,10,11384,2024-03-01,4,45898,27991
quickly,2,15836,2023-01-24,2,31413,8144
professor,1,23931,2021-08-02,0,34720,2647
partner,15,8491,2024-01-13,1,29615,4708
affect,12,15580,2022-04-11,4,48819,20758
create,4,29416,2022-07-14,0,11332,28254
establish,15,17104,2022-03-10,2,6941,7238
certainly,16,196,2024-05-22,5,24016,14617
once,6,16050,2022-10-10,5,39993,6032
hundred,13,3712,2024-03-01,0,46001,27668
too,6,4196,2023-01-12,2,30492,19077
paper,1,16141,2021-06-26,0,31130,3754
mother,6,9211,2021-02-09,4,47716,27820
model,12,7865,2024-09-02,3,26940,2917
for,14,26351,2024-02-13,5,22185,11783
central,13,6975,2022-09-14,2,37366,22411
yard,12,12560,2023-06-20,0,23161,28770
clear,12,4033,2024-04-21,5,43779,1580
now,8,533,2022-12-01,2,28395,15155
scientist,4,29663,2021-10-05,2,7426,12438
across,1,1835,2020-09-06,3,15043,22614
modern,12,18526,2023-08-23,4,25806,5828
analysis,15,25909,2023-12-19,4,20013,16438
eat,15,23487,2024-06-18,4,47219,12242
nothing,8,10156,2022-03-11,2,42392,6694
live,13,24550,2022-07-01,4,16054,18161
pull,13,9749,2021-07-01,4,35162,23819
live,15,28408,2023-09-15,3,11079,21210
major,13,16675,2023-09-27,2,25554,4256
seat,4,13910,2024-10-28,3,48354,9484
thought,15,7609,2022-09-10,3,27140,4188
upon,14,82,2022-10-07,2,37092,17945
interesting,3,25505,2024-04-28,1,17707,12916
natural,8,24364,2021-09-16,0,9092,25912
necessary,10,4054,2024-10-02,2,17801,1166
have,14,14528,2022-10-15,2,7814,6322
join,6,21894,2024-07-16,0,11364,15586
gun,11,22549,2023-07-25,4,5925,21031
house,9,4640,2021-01-10,3,45216,23566
entire,5,9705,2023-08-06,3,24731,18713
owner,4,1215,2024-09-06,0,24016,26217
seat,9,22786,2020-05-15,0,41802,11219
trouble,13,21172,2021-02-28,5,24124,26034
key,10,13822,2021-08-16,5,36870,13813
involve,6,8479,2023-12-05,2,20145,7282
probably,10,3302,2023-04-14,1,47389,316
real,2,23076,2024-02-15,1,7776,868
student,4,28194,2020-02-17,0,8778,20564
seem,5,14513,2024-04-15,4,19865,1188
professional,14,24583,2020-12-01,5,25541,28163
security,7,16029,2022-09-26,4,26080,24950
six,8,16768,2022-08-25,0,45060,15886
financial,1,1543,2023-09-13,1,23491,20564
not,5,15728,2021-09-15,2,22708,23053
game,12,12142,2021-06-23,1,26990,4748
character,2,4514,2023-03-29,4,37031,7761
task,16,20898,2024-04-28,0,26979,17882
color,5,21647,2022-02-08,2,15110,8405
kitchen,5,14158,2020-11-27,3,42652,22201
fire,15,19888,2021-07-07,2,22520,12933
they,6,2741,2021-04-11,5,14264,6610
weight,12,527,2020-10-16,0,35848,9151
toward,11,10555,2023-03-26,3,27861,28900
standard,2,10278,2022-05-01,0,10077,355
play,7,17914,2022-11-28,4,22107,22526
dark,12,16113,2023-05-31,2,22398,2189
there,7,8493,2022-12-03,5,25953,12022
step,1,12822,2024-04-17,5,24828,12305
wrong,6,11643,2021-04-24,3,23840,2514
wind,14,27109,2023-06-01,3,8473,2145
respond,1,26675,2024-10-14,4,33881,16455
federal,10,9632,2021-11-20,2,40898,4819
full,15,4670,2023-11-29,1,16215,8847
amount,6,2355,2022-04-09,3,44800,27429
talk,16,11857,2023-12-14,1,27529,29616
color,15,22350,2023-07-13,0,15413,9812
rather,10,2433,2020-10-10,2,32799,6959
perhaps,5,6649,2024-07-23,0,43172,26471
when,10,10317,2021-03-10,5,31806,9586
say,10,12969,2023-08-26,0,22215,15533
over,12,10305,2022-10-21,1,20094,24779
where,15,16372,2022-04-06,5,45953,11580
do,10,24592,2022-04-28,1,42647,25359
have,11,21639,2024-04-05,2,28691,21822
drop,3,7178,2021-06-13,2,7393,16872
media,10,13339,2021-11-02,1,8492,25753
prevent,5,8931,2021-08-08,0,34094,16213
use,3,16995,2020-04-11,5,5706,23310
close,8,12540,2021-05-19,0,12608,16283
with,5,3432,2021-03-18,2,14700,7978
pretty,15,17406,2022-12-05,4,32225,4461
goal,16,27249,2021-03-10,4,47014,11425
whole,3,2344,2020-01-09,3,35388,25175
cause,11,6150,2024-10-09,5,14333,23101
during,8,11360,2024-02-21,0,49747,9901
run,4,18043,2023-11-28,3,30518,17280
least,10,27831,2024-01-11,1,40323,8782
including,3,26087,2023-02-16,2,20470,11722
prevent,4,4869,2024-09-25,5,22444,3929
next,4,4615,2020-05-04,5,44134,17545
keep,6,29323,2020-07-29,4,6389,3285
above,2,25714,2024-10-23,0,41379,20236
seven,9,8785,2022-09-27,2,18235,2476
appear,16,19770,2023-01-09,3,14769,4868
agreement,2,10684,2020-10-14,5,41860,28333
everything,13,23053,2022-01-04,4,48253,14461
five,13,605,2020-11-26,0,11638,9793
pressure,4,13758,2021-02-08,5,38277,14564
behavior,5,24526,2021-12-02,1,6558,3305
free,10,16111,2024-05-17,5,39327,2302
eat,6,27777,2020-03-05,2,46334,10146
at,13,26295,2024-08-31,2,11772,26428
item,3,15977,2023-04-07,3,42908,27165
office,6,15140,2022-06-21,5,8415,2022
see,13,20239,2023-08-10,0,20265,10743
still,7,25243,2020-01-17,0,44320,9928
phone,6,1333,2021-01-01,5,24245,4497
key,3,6884,2023-01-08,2,47802,6213
moment,15,26734,2021-08-28,2,23105,22822
your,10,21989,2023-11-04,3,11529,21768
ability,2,10604,2021-01-08,5,6741,14677
however,11,388,2020-03-13,5,23524,13056
go,13,13254,2024-05-20,2,10573,17692
manage,10,29383,2021-12-20,1,35707,5370
sign,13,17452,2023-07-27,3,11299,20368
child,8,13339,2021-06-03,2,14103,16559
arrive,9,19037,2024-04-04,5,46212,29344
staff,1,5646,2020-08-22,5,24376,9085
anyone,7,21399,2022-09-13,1,19694,26641
bit,1,3308,2024-02-08,2,23786,21792
serious,6,26831,2023-08-16,0,27633,10553
whatever,6,20033,2023-09-23,2,35855,29672
about,8,18920,2024-07-16,2,42108,24485
true,4,23754,2021-12-04,3,47789,12552
free,11,1124,2020-03-06,5,18561,21537
son,3,2186,2022-10-30,3,14861,27861
note,2,21450,2022-08-14,3,21161,9496
tend,16,5631,2021-11-21,4,7215,22780
rich,7,15774,2021-09-10,5,18347,13040
officer,9,24053,2020-07-27,1,12476,20414
huge,6,671,2020-07-26,0,15540,4295
analysis,5,19565,2021-05-29,3,9905,23212
throughout,15,14008,2020-05-06,0,46463,25762
tonight,14,26222,2024-03-30,5,10220,5531
many,12,16831,2022-03-31,1,40938,16725
call,11,28187,2020-06-19,1,37995,12693
population,3,9752,2021-05-28,1,16171,25788
light,2,7179,2024-04-21,2,5526,19387
authority,9,17920,2020-03-02,2,18379,19709
power,3,21595,2023-04-11,3,33516,20650
drive,15,28720,2022-01-06,0,49807,22142
fly,14,21302,2023-06-26,0,27042,13366
analysis,1,13305,2021-01-05,5,33981,14134
water,10,28313,2022-11-20,5,16266,25664
air,3,5189,2024-02-17,0,10026,11538
peace,3,1104,2024-04-19,3,29504,26781
artist,10,29709,2022-10-29,3,30855,2260
life,10,23705,2021-12-01,2,9775,2636
there,9,25448,2023-09-04,1,42365,24338
have,12,17803,2022-10-07,2,21718,14242
financial,5,18307,2023-12-01,1,35903,24428
whom,5,26852,2020-12-19,2,37845,23235
prevent,2,2056,2020-07-17,1,43418,5470
matter,14,25950,2023-01-14,3,18085,8819
tax,9,22173,2020-05-07,2,22040,9292
strategy,14,19228,2023-10-22,2,46371,21823
great,12,25240,2021-11-07,2,17152,23849
former,10,15374,2021-04-29,3,38966,21938
you,16,20621,2024-07-16,2,10687,11789
give,11,11922,2024-08-08,0,44792,6987
house,1,15650,2022-08-06,1,13443,2775
boy,6,23022,2022-03-22,3,42367,3041
family,11,28493,2020-02-24,0,16370,27729
office,7,26086,2021-11-15,4,44290,11589
sea,14,8008,2023-09-24,4,10858,14793
young,3,23806,2021-07-20,3,38771,16661
person,13,15778,2023-11-17,0,8967,18817
prove,14,15025,2022-01-15,2,11417,15572
ever,3,22073,2023-12-21,0,25127,9287
moment,14,26015,2020-08-02,0,44558,25299
old,11,14471,2024-06-28,0,30883,21169
current,9,3513,2022-04-01,0,26719,14834
always,16,4208,2021-03-28,3,14566,28191
claim,10,4051,2022-09-14,5,40346,2351
kid,16,11015,2022-05-06,2,6007,18968
apply,5,16500,2022-09-05,0,37237,11078
bill,3,10297,2023-05-11,2,9834,15388
past,4,2461,2020-03-14,3,40656,13294
ability,12,21684,2021-08-04,4,26962,22586
deal,10,25379,2024-08-18,5,48388,15047
fish,7,8727,2022-01-29,0,39905,17727
skin,15,29956,2020-12-06,2,35553,19009
world,14,3614,2023-08-18,1,39789,8981
agent,13,9083,2024-07-06,1,45516,2484
near,7,23211,2020-10-12,2,27605,14106
region,3,2731,2022-07-26,2,14540,14382
either,7,3608,2020-03-06,0,41160,21096
other,8,29271,2021-05-05,3,23580,23921
would,11,7296,2022-03-19,5,16630,16225
language,12,21943,2024-10-07,2,27848,19118
he,8,2643,2023-05-07,3,43172,22234
be,16,15046,2023-10-12,4,32868,8260
play,13,16219,2021-06-02,2,13594,15539
cause,6,11176,2022-01-21,4,10643,1869
big,14,20097,2021-03-02,1,18784,8581
draw,10,16440,2022-05-10,2,9505,24726
increase,8,12788,2022-12-15,4,6924,3735
season,14,156,2022-04-04,3,11373,25384
they,5,19756,2022-05-28,5,29869,11117
newspaper,9,13909,2020-03-14,1,24318,27960
simple,7,6963,2020-02-09,3,37160,12847
customer,4,24816,2021-12-19,3,45962,27457
might,5,6221,2021-01-12,0,11103,23013
hope,11,12530,2020-05-08,1,43695,19679
difficult,11,1020,2024-02-05,2,11381,714
as,11,6601,2023-03-11,5,22526,22463
personal,6,29875,2023-05-17,4,19242,3969
out,9,20553,2024-04-11,3,45024,5639
eight,3,24756,2022-05-11,0,44589,10318
size,10,27199,2020-07-29,2,44977,15197
position,15,17777,2021-02-25,1,9323,19919
allow,14,25129,2020-01-20,5,12503,11617
teacher,3,9051,2023-10-28,4,46870,5193
like,7,24496,2022-12-21,3,9047,7556
human,14,16745,2022-06-17,1,10229,26799
option,4,4169,2021-09-18,5,25618,832
else,3,29994,2020-01-26,2,32584,16622
wear,5,25099,2020-04-19,1,17123,13215
life,2,4116,2020-07-09,3,22372,7154
design,6,103,2024-04-02,2,42398,12946
eat,5,12714,2022-08-22,5,30477,15372
article,15,2808,2023-04-22,2,6884,20373
defense,13,10706,2022-05-24,5,8727,15794
resource,4,430,2021-07-06,4,37631,4682
carry,13,2503,2020-03-23,4,36742,14253
senior,7,9587,2021-07-26,4,19112,18171
national,12,14918,2024-02-29,4,6197,8165
amount,5,12772,2021-07-01,5,35987,12780
down,6,1379,2020-02-26,1,19788,1589
call,14,10790,2021-01-24,5,14693,15824
window,15,29409,2022-02-08,1,46761,19233
wish,11,22059,2022-01-02,3,25334,6170
from,6,22870,2023-07-11,4,8368,1531
structure,10,4298,2020-07-25,1,39483,27431
young,10,9489,2020-02-24,0,14927,26929
dream,5,27498,2024-03-26,5,27738,21972
manage,2,5388,2023-11-22,2,38812,17421
choose,13,465,2020-07-19,4,31114,7778
necessary,7,6060,2023-05-25,4,32335,8107
late,15,12674,2022-09-03,1,12441,23364
outside,16,6320,2021-03-01,4,24133,24425
same,5,27372,2024-06-09,4,17145,3050
social,8,27343,2024-06-07,0,27366,16019
lose,2,4752,2022-01-16,2,12452,10902
interest,14,11623,2023-06-27,0,9471,29144
old,12,24531,2020-03-10,4,7980,9657
similar,14,19253,2024-10-18,0,17911,13958
gun,5,10958,2023-11-18,1,29117,11465
reason,15,4303,2024-03-05,3,18361,10638
hand,4,22750,2021-10-12,2,9219,9881
military,5,23720,2020-07-26,2,34771,13906
worker,1,14696,2021-05-20,2,14651,24708
represent,1,21180,2021-11-20,3,49402,19650
medical,7,12994,2023-05-19,1,5860,2308
though,7,10500,2020-11-25,2,42380,17885
they,3,11027,2022-03-15,4,17965,24123
generation,11,26926,2021-01-07,5,39920,15532
lay,16,7196,2022-03-28,1,8708,2159
them,11,20457,2020-06-17,5,24580,13725
civil,9,15485,2022-02-07,0,49939,24146
dinner,7,24187,2020-05-08,0,33080,29023
special,8,17095,2024-06-01,2,6597,13511
quickly,7,18868,2021-11-12,1,31193,23504
system,3,11650,2021-12-10,4,47403,14673
generation,1,16537,2023-05-24,3,22614,21164
arm,4,16180,2021-02-18,2,7172,12471
mind,1,13259,2021-08-15,1,14382,26864
continue,5,9727,2023-07-16,4,21515,7905
list,3,2525,2021-09-27,0,27713,11822
practice,16,28134,2020-02-16,5,45663,14520
beat,11,2036,2020-02-06,1,44879,11340
power,3,15723,2024-02-06,0,7664,6289
center,11,29699,2020-11-04,4,22659,20755
cultural,15,15505,2024-01-18,3,6714,8807
hundred,16,6530,2024-07-04,0,19856,21074
do,12,29623,2024-05-08,2,5887,28025
behavior,8,4488,2022-09-17,5,14556,9585
avoid,9,23116,2023-03-18,1,6895,25949
religious,8,6796,2023-03-22,2,35512,19271
popular,9,4873,2024-05-31,3,15452,27029
foreign,15,348,2023-04-10,4,30238,5305
increase,2,29599,2020-05-10,5,10140,25491
charge,4,21268,2023-11-11,3,23894,10993
personal,3,15321,2023-01-23,2,7549,19900
as,1,13155,2021-02-07,0,36363,24697
through,9,23438,2024-10-28,2,14843,21838
film,9,7895,2023-09-12,4,40141,4636
wish,7,12905,2020-04-17,1,24214,9864
research,3,6238,2023-08-10,2,47596,24389
own,4,753,2020-10-07,5,14077,17917
week,6,6961,2021-04-21,0,46245,3228
fact,15,27888,2020-02-24,4,24888,25360
key,11,13713,2024-04-25,5,12703,20937
something,6,15617,2023-11-03,3,27151,8253
amount,1,19859,2022-09-07,2,35342,6598
third,3,17860,2022-03-18,3,49661,9788
everyone,5,19894,2022-06-23,4,32382,18287
cut,7,22735,2023-03-08,4,26090,5762
agent,12,7255,2024-06-26,0,40880,11798
civil,3,3782,2020-11-19,0,46233,2847
again,8,12787,2022-09-28,4,36578,18693
assume,5,25767,2020-07-14,2,20692,3218
stage,8,16460,2024-08-02,5,6156,17695
cover,15,13310,2024-03-23,1,11146,27020
for,6,915,2022-04-19,1,12942,1871
allow,7,3344,2021-12-18,0,40578,29457
these,8,7175,2023-11-19,0,38424,29690
time,14,17304,2022-11-21,1,26636,10764
would,10,20977,2021-12-16,3,21602,10590
audience,6,27095,2024-10-04,4,27788,18033
since,13,19754,2020-06-18,5,26809,27860
central,7,7357,2021-02-13,2,31966,8238
article,11,3957,2023-11-04,2,14777,13768
production,12,29434,2021-01-13,2,13782,19661
since,11,2877,2023-03-05,5,8599,21954
main,14,18027,2023-02-13,0,33634,10399
rise,6,29408,2023-11-03,4,26586,24998
later,5,9113,2021-08-20,2,31765,18120
executive,10,26958,2022-03-20,4,31251,17885
technology,1,696,2022-11-04,2,24866,22057
able,5,26853,2023-09-16,3,27622,2076
relate,11,27919,2021-11-05,1,16773,25894
significant,16,4633,2020-11-05,5,37976,8953
happy,4,4429,2023-01-31,2,40403,29013
interview,13,8927,2024-10-22,4,9861,11772
quickly,15,4657,2020-11-11,2,24433,10186
million,2,24217,2022-02-17,2,32391,8813
upon,2,9861,2023-11-30,5,33488,15946
seven,12,1183,2022-01-28,4,5527,21409
wonder,1,25784,2022-05-02,3,11432,22752
serious,10,22121,2022-12-11,3,37403,5724
strategy,14,10881,2022-12-01,4,13778,15755
million,8,20660,2024-10-09,4,47744,10460
wonder,15,24216,2021-08-12,4,26688,11993
season,1,1185,2021-02-27,1,32767,20955
those,2,14503,2022-05-13,5,36075,6172
according,5,5249,2022-06-04,5,35638,146
open,5,13041,2022-07-15,1,8489,5728
ask,1,20041,2021-12-01,1,25664,1024
recognize,10,28605,2024-04-28,2,17923,400
read,10,15034,2020-06-17,5,31301,25831
low,8,26883,2024-01-13,4,19650,24826
material,6,28670,2022-05-02,1,43843,10359
one,15,25547,2021-12-24,0,11562,6613
buy,14,10619,2020-05-03,0,47370,13394
girl,15,14197,2022-05-31,4,11997,18348
law,10,16212,2024-08-14,4,47529,3088
her,13,17854,2023-11-16,2,49919,12891
table,15,29903,2021-08-02,5,26071,23644
